Transcript	Length
PTX4__chr16	1425
CA4__chr17	1162
SNORA36A__chrX	131
USP3__chr15	5892
AP4B1-AS1__chr1	1739
MPPED2__chr11	7217
DNMBP-AS1__chr10	2656
UGT2A2__chr4	2574
MIR5094__chr15	86
ESF1__chr20	3230
STK38__chr6	3590
DPY19L4__chr8	6253
SCIMP__chr17	2428
OR9A2__chr7	934
H19__chr11	2313
POLE__chr12	7889
FLJ46257__chr22	4191
PMS2P1__chr7	1525
OST4__chr2	488
MIR548F4__chr7	106
SPRR3__chr1	989
MIR2964A__chr9	89
ZNF529__chr19	7843
SLC9A3R1__chr17	2022
PARD3__chr10	6159
MIR550A3__chr7	96
DPPA2__chr3	1392
OR2D3__chr11	994
DSG2__chr18	5668
SCARNA20__chr17	131
STEAP3__chr2	4359
RFC4__chr3	1596
FAM108A1__chr19	1722
FMO5__chr1	3187
PRPF8__chr17	7338
SFXN2__chr10	2574
TMEM215__chr9	5385
PCDH15__chr10	12503
BHLHE23__chr20	1058
CTDSPL__chr3	4463
MIR4532__chr20	52
OR7E156P__chr13	2651
MIR4686__chr11	77
CA8__chr8	2287
ADAMTS13__chr9	5270
CTAGE11P__chr13	2630
NCK1__chr3	2062
PWWP2A__chr5	5775
SNORA54__chr11	124
GAGE2B__chrX	514
ANKRD33__chr12	1988
KRI1__chr19	3024
ADH5__chr4	2652
PPIL2__chr22	4122
ALDH1L1-AS2__chr3	2325
MGC39372__chr6	1254
SNORD1B__chr17	87
ZBBX__chr3	3501
PCNAP1__chr4	1055
LOC100507299__chr9	1043
ARRDC5__chr19	1641
RPS6KA5__chr14	4330
CLCN1__chr7	3119
YIPF2__chr19	1514
TRMT10C__chr3	1847
TBCEL__chr11	4047
CNOT6__chr5	6188
MIR143__chr5	107
SNORD8__chr14	110
LOC100128573__chr19	526
PTK6__chr20	2533
KIF24__chr9	6240
MIR1249__chr22	67
TMX3__chr18	4761
PARP4__chr13	5503
SERPINB11__chr18	1738
LCN15__chr9	769
C2orf40__chr2	786
MYEOV2__chr2	994
ARMCX4__chrX	15222
GSE1__chr16	7521
FCGR1A__chr1	2182
MAP1S__chr19	3283
MIR548A1__chr6	98
HLA-F-AS1__chr6	1911
CXCL13__chr4	1208
NOL4__chr18	4637
RGL2__chr6	3360
DCPS__chr11	1485
AKD1__chr6	7593
MAP6__chr11	5600
PPBP__chr4	1310
SLC35A2__chrX	2908
C5orf64__chr5	2974
MIR4750__chr19	57
CCDC30__chr1	3114
OR10P1__chr12	943
CASP6__chr4	1668
GJD4__chr10	1582
FAM69B__chr9	2339
MIR3682__chr2	85
OR11L1__chr1	970
RACGAP1P__chr12	2795
GAGE1__chrX	3147
CHTOP__chr1	2172
LINC00423__chr13	1361
MIR4467__chr7	64
KLRB1__chr12	746
DUX4L5__chr4	9672
CCNYL1__chr2	3921
CT47A1__chrX	12960
TRIM27__chr6	2977
OXT__chr20	515
CADM3__chr1	3708
CD63__chr12	2072
C3AR1__chr12	1957
NFRKB__chr11	5253
ZKSCAN8__chr6	5368
PPP2R3C__chr14	1847
OXSR1__chr3	4541
C18orf8__chr18	2191
MIR4782__chr2	80
OR10H2__chr19	1030
LOC647859__chr5	583
RHOBTB1__chr10	4807
LOC284632__chr1	1849
TTTY7__chrY	2748
DCAF4L1__chr4	4773
NDUFB5__chr3	1065
RARRES1__chr3	1672
NKX6-2__chr10	1022
SNORD75__chr1	61
MIR634__chr17	98
ESRP1__chr8	3822
YEATS2__chr3	6537
MUC6__chr11	8036
OR2W3__chr1	946
ERCC-00095	521
PPP1R3A__chr7	4300
ADI1__chr2	1680
MACROD2-AS1__chr20	1785
AKAP17A__chrY	3284
ACOT2__chr14	2293
ARL9__chr4	840
CPNE7__chr16	2674
CRHR1-IT1__chr17	2795
GBX2__chr2	1337
FAM90A2P__chr8	795
TTTY15__chrY	5246
FAM96B__chr16	859
KLHDC3__chr6	2030
GPR114__chr16	3772
MYRIP__chr3	4886
C3orf17__chr3	4869
GREB1L__chr18	6085
MGC15885__chr15	2318
ZNF772__chr19	5424
RPSAP58__chr19	1383
MIR519A1__chr19	86
PHF15__chr5	6474
TPRG1L__chr1	2432
ACSF3__chr16	4226
PRSS1__chr7	822
FFAR3__chr19	1674
MIR127__chr14	98
OR2V2__chr5	949
FAT4__chr4	16127
PLXNA3__chrX	6779
MIR5579__chr11	59
BAP1__chr3	3601
CD302__chr2	3985
MYF6__chr12	1340
GLTPD2__chr17	1226
WSB1__chr17	2841
ANGPTL1__chr1	3552
FLJ30838__chr2	4310
MRPL33__chr2	522
SNORA68__chr19	134
APOL5__chr22	1442
ACSS1__chr20	4035
LOC440925__chr2	2130
LOXL4__chr10	3672
PAGE3__chrX	632
TSR3__chr16	1210
ZBTB8OS__chr1	722
DAP3__chr1	2231
HECW2__chr2	6955
LOC574538__chr12	2914
MIR1181__chr19	82
AMH__chr19	2023
LOC400620__chr17	2481
MIR620__chr12	96
DOK7__chr4	2874
TCL1A__chr14	1625
HIRIP3__chr16	3055
PLIN5__chr19	2449
CGGBP1__chr3	4810
DHX30__chr3	4139
KIAA1656__chr22	7607
LOC641515__chr1	1094
SNAI2__chr8	2112
FAM196B__chr5	3552
LOC643542__chr18	2996
STK10__chr5	6038
EIF4EBP3__chr5	694
FAM129C__chr19	2766
GLT8D1__chr3	2439
CDC16__chr13	2311
MPZL1__chr1	5016
RERG__chr12	2330
RSL24D1__chr15	1479
MTERFD3__chr12	1793
ZNF614__chr19	4681
TRPV6__chr7	2922
MIR4498__chr12	67
SMARCD1__chr12	3442
HTA__chr16	1081
MIR618__chr12	99
TRMT6__chr20	2322
NCOA4__chr10	4096
SBNO1__chr12	11012
TRO__chrX	4997
HES3__chr1	701
LOC220729__chr3	1535
TRIM64B__chr11	1539
FOXD4__chr9	2188
R3HDM2__chr12	3996
ODAM__chr4	1299
ERAL1__chr17	1835
FAM150A__chr8	1176
FAM217B__chr20	5272
MC5R__chr18	1320
MIR5685__chr6	80
TCF12__chr15	4942
CHRNB4__chr15	2454
WTAPP1__chr11	2650
FAM90A7P__chr8	3694
LEPREL4__chr17	2610
NAB2__chr12	2718
FAM155A__chr13	3862
HADH__chr4	2042
HMOX1__chr22	1595
ISG20L2__chr1	2054
ACAA1__chr3	1998
AIP__chr11	1239
BTLA__chr3	3220
CT45A1__chrX	1013
KRT72__chr12	2024
IGLL3P__chr22	678
MIR4738__chr17	88
PTGER4P2-CDK2AP2P2__chr9	3707
CNOT10__chr3	3251
TMEM72__chr10	1090
HLA-DRB5__chr6	1174
AK7__chr14	3318
CD300E__chr17	3529
CEPT1__chr1	2358
CARD17__chr11	470
CCDC34__chr11	2949
GABPB1-AS1__chr15	4134
TMEM177__chr2	1740
SNORD121A__chr9	92
ZNF236__chr18	8154
PPP1R42__chr8	1089
TRIM36__chr5	4904
DHFR__chr5	3923
NEIL2__chr8	2756
UBOX5-AS1__chr20	1801
PRRX1__chr1	4076
DCHS2__chr4	12169
PGLYRP4__chr1	1842
CEP135__chr4	5761
CYBA__chr16	729
DLG5__chr10	7511
MKS1__chr17	2561
SPRYD7__chr13	3207
BRMS1__chr11	1447
MMAB__chr12	4235
TXN2__chr22	1340
CCNK__chr14	2617
HLA-DQB2__chr6	1127
KSR1__chr17	4512
MRPL23-AS1__chr11	1908
IGJ__chr4	1413
EZH1__chr17	4667
ANGPTL7__chr1	2243
SULT1C2__chr2	2899
CAPRIN1__chr11	6880
GDPD3__chr16	1108
PDZK1__chr1	2310
PLEKHM1__chr17	5311
MYLK4__chr6	5773
MIR188__chrX	87
TGS1__chr8	3705
CTNNBL1__chr20	1904
FBRSL1__chr12	4564
MROH8__chr20	3672
NTF4__chr19	1001
CNPPD1__chr2	2082
SH3D19__chr4	5575
CRHR2__chr7	3606
CECR2__chr22	5654
CCDC112__chr5	2888
RAB3C__chr5	1014
AQP6__chr12	2658
RAI1__chr17	7666
LLGL1__chr17	4247
LOC728875__chr1	1548
ANKRD26__chr10	6813
ADAM7__chr8	3418
SRSF10__chr1	4995
HARBI1__chr11	1525
PMS2L2__chr7	1238
CLK2P__chr7	1813
LOC100288846__chr14	1360
MIR4252__chr1	64
CDNF__chr10	1334
SERPINB9__chr6	4157
LILRB4__chr19	2097
ILK__chr11	2013
TTTY20__chrY	261
CXCL1__chr4	1196
MAML3__chr4	7094
PPRC1__chr10	5352
CHDH__chr3	3715
GPR37L1__chr1	2461
DCDC2B__chr1	1358
L2HGDH__chr14	6105
CD2BP2__chr16	3655
CSRP3__chr11	1471
SKP1__chr5	2704
DARC__chr1	2212
LINC00478__chr21	3812
MIR4688__chr11	84
DARS__chr2	2338
METTL5__chr2	945
MT1E__chr16	509
RAD9B__chr12	1897
LOC100287944__chr12	573
PRPF6__chr20	3122
C1orf87__chr1	2040
PIK3AP1__chr10	4828
POU5F1P3__chr12	1085
CENPT__chr16	2361
HCG23__chr6	618
DSTYK__chr1	7922
HSP90B2P__chr15	2753
LRRC42__chr1	1797
LINC00626__chr1	958
ANKRD36BP1__chr1	1851
BIRC7__chr20	1329
STRC__chr15	5544
MIR3920__chr11	87
NIPAL1__chr4	2196
CCDC164__chr2	2508
SLC25A37__chr8	1869
CREB3L1__chr11	2683
ASB17__chr1	1110
TNNT2__chr1	1194
ZNF321P__chr19	2336
PAR-SN__chr15	1798
HCG4B__chr6	1061
RAB11FIP4__chr17	8640
FOLH1B__chr11	1988
PIAS1__chr15	2294
MIR511-1__chr10	176
FAM108B1__chr9	3265
CLPX__chr15	2365
CRCT1__chr1	697
C7orf41__chr7	5817
TRIM2__chr4	6923
SPANXC__chrX	406
GALNTL5__chr7	1994
UBQLN4__chr1	3518
PCOLCE2__chr3	2039
ZNF543__chr19	3675
PTPRA__chr20	4005
MIR4773-1__chr2	79
RS1__chrX	3032
RNF168__chr3	5350
SCNN1B__chr16	2610
H2BFXP__chrX	1666
MAP3K2__chr2	10886
MIR5695__chr6	72
MIR510__chrX	75
STAMBPL1__chr10	2105
SERPINA11__chr14	1476
LOC283731__chr15	2568
XKRY__chrY	3164
ZNF660__chr3	2208
GPSM3__chr6	1464
REEP2__chr5	2274
MFSD5__chr12	2219
MRPS35__chr12	1905
GRASP__chr12	2099
SPDEF__chr6	1920
C17orf78__chr17	1869
AKIRIN2__chr6	1937
C16orf97__chr16	454
LOC284009__chr17	579
FGF1__chr5	5063
STAP2__chr19	1550
OR51Q1__chr11	1097
ZNF783__chr7	4461
CXorf65__chrX	888
FAM24B-CUZD1__chr10	2634
FOCAD__chr9	6141
LOC441025__chr4	1147
TEAD3__chr6	3004
CGB1__chr19	735
OR10C1__chr6	1040
EPHB6__chr7	4063
ARMC10__chr7	2641
FADD__chr11	1855
C21orf67__chr21	2190
CPXM2__chr10	3738
PLEKHF1__chr19	1741
SPINT4__chr20	383
HIAT1__chr1	2649
ENO1-AS1__chr1	448
SPANXN2__chrX	1379
SLC4A1AP__chr2	2984
USP36__chr17	5254
LINC00263__chr10	991
PCDHB5__chr5	2906
HTR3D__chr3	2078
MLK7-AS1__chr2	2545
TYW1__chr7	3380
CDX2__chr13	2354
IFITM5__chr11	737
FLJ44635__chrX	2271
SUMF2__chr7	2063
PDX1__chr13	2575
CRIPT__chr2	1923
DAB2IP__chr9	5860
SLC39A6__chr18	3689
SH2D4B__chr10	4109
PCDHB8__chr5	2712
TARP__chr7	1031
DPYSL5__chr2	5369
NAP1L2__chrX	2575
SIM2__chr21	4970
CLIC4__chr1	4440
FXYD3__chr19	2336
PHF6__chrX	4946
MIR3945__chr4	99
XK__chrX	5088
FIP1L1__chr4	2504
MIR302C__chr4	69
SFTPC__chr8	1194
MIR4315-2__chr17	148
LINC00307__chr21	427
PPP1R1A__chr12	1841
KRT40__chr17	1947
RDX__chr11	5565
HIST1H2BL__chr6	454
LOC100128264__chr7	2703
PATE1__chr11	1513
RNASEH2C__chr11	2789
ANGPT1__chr8	4347
LARS2-AS1__chr3	1858
C1orf210__chr1	1516
GIF__chr11	1522
LOC494127__chr9	1341
ZNF618__chr9	9127
S100G__chrX	456
MIR1243__chr4	94
AXIN1__chr16	3671
MIR93__chr7	81
TFAP2B__chr6	5777
SEC24B-AS1__chr4	960
IMPACT__chr18	3769
KANSL1-AS1__chr17	524
CHRND__chr2	2975
CLRN3__chr10	1146
RP2__chrX	3834
SLC41A2__chr12	3554
PSME1__chr14	1180
KIRREL2__chr19	3008
LEFTY1__chr1	1630
HGD__chr3	2024
ZNF609__chr15	8626
FAM209A__chr20	680
CD300LG__chr17	3537
DTX3__chr12	2036
ZNF774__chr15	1842
FGF6__chr12	747
METTL12__chr11	1385
RNASE10__chr14	652
PPM1D__chr17	4783
NPC1L1__chr7	5067
TRIM23__chr5	3911
LOC100240734__chr12	492
MIR4658__chr7	66
TRIQK__chr8	4120
NPAS3__chr14	5997
SMOC1__chr14	3710
NTRK3-AS1__chr15	2667
SLC4A3__chr2	4349
BCL2L14__chr12	2238
C15orf40__chr15	2663
TENM2__chr5	9674
CIB4__chr2	752
TADA2B__chr4	4312
WIPI1__chr17	1937
SYS1-DBNDD2__chr20	1350
SORCS3__chr10	5784
CCBL1__chr9	1938
LIN7B__chr19	761
MIR3178__chr16	85
ERO1L__chr14	3326
BLOC1S3__chr19	2602
NHS__chrX	9141
VTI1A__chr10	4400
HNRNPH1__chr5	2304
SLC39A14__chr8	5312
MIR367__chr4	69
ZNF415__chr19	2983
CALB1__chr8	2542
EIF2C1__chr1	7497
CMIP__chr16	4525
SLC19A3__chr2	3773
RBM22__chr5	2357
TRAF4__chr17	2909
DNAL4__chr22	1491
OSBPL11__chr3	4651
SMU1__chr9	7103
LOC642236__chr9	1080
GMPPA__chr2	1884
MICB__chr6	2489
SPACA1__chr6	1506
RNF121__chr11	2754
GAGE5__chrX	527
WDR91__chr7	4634
RAB24__chr5	1620
SNX8__chr7	4738
TTLL3__chr3	4482
WIZ__chr19	4176
SDC4__chr20	2617
ANKRD66__chr6	1062
ALPPL2__chr2	2505
ESCO1__chr18	4511
PHKG2__chr16	5520
BABAM1__chr19	1460
FIBP__chr11	1460
CLYBL__chr13	5779
CCDC171__chr9	4385
LINC00685__chrX	671
IL4R__chr16	3945
INO80E__chr16	1192
ATXN2__chr12	4727
HOXA-AS4__chr7	1164
CCL5__chr17	1232
FHAD1__chr1	5121
HCFC1__chrX	8452
C21orf90__chr21	1048
MUM1L1__chrX	4314
ZNF224__chr19	2489
SPATA31A1__chr9	8454
SNORD115-20__chr15	83
TSKS__chr19	1823
BBS1__chr11	3387
SNORD116-23__chr15	95
LOC401321__chr7	4640
LOC100133331__chr1	8553
C19orf24__chr19	898
LDB3__chr10	6537
FAM167A__chr8	4096
GLP2R__chr17	1675
LINC00578__chr3	1226
MIR617__chr12	98
SMIM4__chr3	451
HIST1H3C__chr6	460
TMEM183B__chr1	1697
PIGH__chr14	1442
TEX10__chr9	3290
STAM2__chr2	5715
ANXA7__chr10	2218
WDFY3-AS2__chr4	1573
OLFML3__chr1	1817
OR2AP1__chr12	931
ABCG1__chr21	3625
CNR2__chr1	1777
APPL1__chr3	6082
TROVE2__chr1	3733
MIR5691__chr11	69
LZTR1__chr22	4336
LOC340073__chr5	2164
SSC5D__chr19	5134
KLK11__chr19	1528
LOC728613__chr5	2580
MBD2__chr18	5619
MTSS1__chr8	5021
ORMDL3__chr17	2143
TMEM50A__chr1	2309
ERCC-00033	2022
GPR75-ASB3__chr2	1976
ALX4__chr11	5470
MGC34034__chr6	3520
PTGIS__chr20	5613
NAT10__chr11	4070
PAH__chr12	2694
KIF22__chr16	2439
MT1JP__chr16	411
OR2G3__chr1	931
ZNF25__chr10	3742
F2__chr11	2024
SLC10A7__chr4	4910
GPR143__chrX	1705
LOC441461__chr9	555
INHBE__chr12	2439
WDR38__chr9	1261
SH2B3__chr12	5414
KCMF1__chr2	7560
MYCBP__chr1	2570
CYP4Z1__chr1	1919
DSG4__chr18	3717
PKD2L2__chr5	2635
OR10V2P__chr11	771
MIR1184-3__chrX	300
WDR85__chr9	1856
KLHL17__chr1	2576
MTSS1L__chr16	4992
KLRK1__chr12	1597
TTC19__chr17	3646
OR5AR1__chr11	934
DNAH2__chr17	13590
ACAN__chr15	8858
OSGIN2__chr8	4510
UBQLN1__chr9	4179
SNORD36B__chr9	72
LOC100130673__chr7	1598
POLA1__chrX	5476
PRICKLE2-AS1__chr3	6508
LOC100288911__chr2	718
DBH__chr9	2772
FLJ45513__chr17	2103
SLC10A1__chr14	1636
KLRC3__chr12	1152
CUX2__chr12	6866
TMC5__chr16	5904
GLIS2__chr16	3711
COL6A3__chr2	10740
MIR19A__chr13	83
PDCD4__chr10	3711
LOC100506085__chr4	4370
METTL14__chr4	2118
OR4D1__chr17	934
LOC400027__chr12	2203
LINC00466__chr1	1805
MGARP__chr4	1343
HIST2H2AA4__chr1	1070
SNORD113-1__chr14	71
MIR548A2__chr3	88
PI4K2B__chr4	3611
FAM71E1__chr19	1230
PLG__chr6	4237
SKAP1__chr17	1589
CD70__chr19	916
SNORD114-14__chr14	75
C1orf68__chr1	909
LXN__chr3	1122
FBL__chr19	1174
GPC2__chr7	2542
PRG2__chr11	863
IPP__chr1	3453
MIR4531__chr19	48
PIAS2__chr18	7179
LINC00570__chr2	1333
PRRT2__chr16	3158
LOC100133957__chrX	1546
ACSL6__chr5	6938
DCTN3__chr9	931
GSS__chr20	1913
TEAD2__chr19	2342
LMNA__chr1	4046
HS1BP3__chr2	2410
ADK__chr10	2451
TMPRSS4__chr11	3546
EDA2R__chrX	3594
ANKRD26P3__chr13	3747
NFE2__chr12	2053
GLDN__chr15	5093
NDRG4__chr16	4332
IFNE__chr9	1475
FAM76A__chr1	3469
TFB1M__chr6	2809
SLC6A15__chr12	7853
HOGA1__chr10	2489
DBNL__chr7	2231
PPARD__chr6	4469
MIR548X__chr16	31
C9orf41__chr9	2201
HEATR8-TTC4__chr1	6567
COCH__chr14	2893
NMNAT2__chr1	5777
LURAP1__chr1	1851
GSTK1__chr7	1233
MEGF6__chr1	7476
TMED6__chr16	944
MIR5688__chr3	84
SLC38A9__chr5	3181
GAK__chr4	4559
GPR137C__chr14	3895
UBE2L6__chr11	1748
EIF3A__chr10	5327
LZIC__chr1	1414
NPRL2__chr3	1675
DUX2__chr10	4619
MYO1B__chr2	5126
OR2A5__chr7	937
RNU6-19__chr12	64
ZNF180__chr19	3126
APOBEC3A__chr22	1449
SKA2__chr17	3151
JMJD7__chr15	1430
ANG__chr14	1327
CHMP4B__chr20	1652
LOC286370__chr9	2724
UGT2B7__chr4	1893
STRADA__chr17	2894
REG3G__chr2	961
DGKZ__chr11	5456
ZNF813__chr19	4192
NABP1__chr2	4023
MIR451B__chr17	69
FOXC1__chr6	3450
KIF17__chr1	3793
MIR205__chr1	111
MIR3913-1__chr12	103
KIF20B__chr10	6343
DNM1P35__chr15	3572
PRDM4__chr12	4199
OPRK1__chr8	4963
PAIP2B__chr2	6304
IL27__chr16	1049
PLA2G1B__chr12	569
TTC9__chr14	5220
RELL1__chr4	4044
CFD__chr19	1164
SEPHS2__chr16	2274
DCUN1D4__chr4	4276
FOXK1__chr7	11200
GON4L__chr1	7884
PLEKHM2__chr1	4142
ABCB11__chr2	4803
MYADM__chr19	3467
C17orf89__chr17	563
HEYL__chr1	4119
AQP4__chr18	5222
RNF145__chr5	4327
SLC16A12__chr10	4630
ITPR2__chr12	12625
TMEM101__chr17	1543
GVINP1__chr11	8731
HTR1B__chr6	1174
ASGR2__chr17	1553
TLX1NB__chr10	1885
GSDMB__chr17	1820
THAP6__chr4	3583
CDC123__chr10	1561
ACER2__chr9	2858
MIR600__chr9	99
UCP3__chr11	3492
FAM211B__chr22	1244
MGC45800__chr4	4957
PPIAL4C__chr1	1572
MIR4426__chr2	62
TNFRSF10C__chr8	1499
ANTXR2__chr4	8172
CGB__chr19	922
BTN3A3__chr6	3013
RFNG__chr17	1836
SNF8__chr17	1221
HORMAD2__chr22	1906
HIST2H3D__chr1	458
STAT5A__chr17	4320
SCN5A__chr3	8626
TCP10__chr6	1281
TACR1__chr2	4998
SLC16A14__chr2	4403
HDAC2__chr6	6945
LSM2__chr6	885
MIR4284__chr7	82
F5__chr1	9204
IFNA13__chr9	706
CEP57L1__chr6	3119
LURAP1L__chr9	2692
MCM9__chr6	6160
SUN1__chr7	4667
MIR3119-2__chr1	86
MIR526A1__chr19	86
ANO5__chr11	6683
TP53INP2__chr20	4129
SNORA28__chr14	127
SLK__chr10	5625
LIF__chr22	3972
GRAP__chr17	2038
SCG3__chr15	3322
C6orf52__chr6	889
NONO__chrX	3231
NANOS2__chr19	1565
OR2T29__chr1	949
DHX34__chr19	4389
PABPN1L__chr16	1314
KDM4B__chr19	5626
RAD50__chr5	6622
EFNA3__chr1	1787
NAT6__chr3	1552
OR10R2__chr1	1009
PIK3C2B__chr1	7640
MADCAM1__chr19	1542
ZNF416__chr19	2513
ABHD16A__chr6	2502
ASPA__chr17	1490
DIABLO__chr12	2355
DLX2__chr2	2307
CLUAP1__chr16	4234
LOC100287225__chr18	4775
SMYD5__chr2	2580
SLC25A40__chr7	3154
FLJ41649__chr6	3125
GFOD2__chr16	6819
BTN3A1__chr6	4201
DCAF8L1__chrX	3458
JOSD2__chr19	1046
PRODH2__chr19	1688
SPRYD4__chr12	2107
KHDC1L__chr6	637
MTERFD2__chr2	4573
SNHG8__chr4	622
ATP6V1B2__chr8	3058
HIST3H3__chr1	482
TP53AIP1__chr11	3442
MIR1252__chr12	66
XKR4__chr8	3912
SDC3__chr1	5126
C10orf88__chr10	3093
C11orf74__chr11	826
LPAR3__chr1	1724
UBAP1__chr9	3147
B3GALNT2__chr1	4732
CSNK2B__chr6	1135
MIR802__chr21	95
ZCCHC14__chr16	6924
PYCR2__chr1	1778
MIR563__chr3	80
PARVA__chr11	8732
ERCC-00148	494
MIR3150A__chr8	81
CSNK1G3__chr5	4752
ASAH2__chr10	2438
CYP4F12__chr19	1796
MIR4267__chr2	83
PRR12__chr19	6957
TTC22__chr1	3081
ACSM4__chr12	1756
RC3H2__chr9	4219
MIR4773-2__chr2	79
ZW10__chr11	2964
C17orf104__chr17	4688
LOC286238__chr9	684
ETFB__chr19	1456
ASB9P1__chr15	1626
C9orf131__chr9	3446
FOXD4L3__chr9	2219
ARHGEF4__chr2	4270
ETV7__chr6	2253
GDF7__chr2	1996
MIR1179__chr15	92
CIAPIN1__chr16	2114
MAST1__chr19	4949
GANAB__chr11	3948
PRC1__chr15	3205
MAML2__chr11	5433
GK2__chr4	1867
MBTD1__chr17	5399
USP46__chr4	8272
ALG10__chr12	3130
CCDC125__chr5	3627
SULT4A1__chr22	2472
C21orf88__chr21	2196
EXT2__chr11	3868
A4GNT__chr3	1774
ARPC5__chr1	2090
FTHL17__chrX	814
IMMP2L__chr7	1584
MIR4766__chr22	77
SLC35G3__chr17	1875
CDRT7__chr17	770
NKX3-2__chr4	2243
PTPRE__chr10	5533
NAP1L3__chrX	2759
RRP9__chr3	1597
ZBTB8B__chr1	4022
CTBS__chr1	3108
DLEU2__chr13	2779
KLHL1__chr13	4161
OVGP1__chr1	2253
C19orf57__chr19	2428
YPEL5__chr2	2622
SNORD116-2__chr15	197
SNORD114-6__chr14	72
PHF13__chr1	3674
PRR15L__chr17	1519
INE2__chrX	1875
LOC100288570__chr2	1720
DLGAP1-AS3__chr18	1261
OR1D5__chr17	940
SSSCA1__chr11	658
PLA2G5__chr1	1899
MIR4317__chr18	66
SLC2A4RG__chr20	2287
MRPL51__chr12	680
ZNF385A__chr12	2477
MIR4767__chrX	79
M6PR__chr12	2573
USP5__chr12	3210
PARP15__chr3	2805
HOXA9__chr7	2059
LOC440518__chr19	2043
ZNF286A__chr17	5551
ENDOV__chr17	3368
MAPK7__chr17	3328
LINC00332__chr13	840
C3orf52__chr3	2313
MIR4687__chr11	81
LOC730668__chr22	4163
C15orf57__chr15	1734
PRR24__chr19	938
HOXC6__chr12	2241
SRD5A1__chr5	2269
LINC00200__chr10	2437
LOC100506963__chr1	1088
MIR548AQ__chr7	21
VAMP8__chr2	779
MIR508__chrX	116
ERCC6L2__chr9	4661
MIR4655__chr7	75
FAM157B__chr9	1285
HLA-DRA__chr6	1288
RAB33A__chrX	1110
WDR11__chr10	4763
CCDC94__chr19	1405
SRCAP__chr16	10508
SLC4A9__chr5	3422
ECHDC2__chr1	1600
SNAP47__chr1	2372
MYOT__chr5	2282
ZNF30__chr19	2739
LOC157273__chr8	3445
GATC__chr12	4351
RNF138P1__chr5	5702
RNF103-CHMP3__chr2	3381
ARHGEF19__chr1	3045
PLBD1__chr12	1943
RDBP__chr6	1572
SLC29A2__chr11	2527
HCG18__chr6	6819
TRPM2__chr21	5911
TTTY12__chrY	980
STYXL1__chr7	1425
PSD__chr10	4728
FAM71F1__chr7	1725
PRR25__chr16	1212
FP588__chr9	5246
NBPF9__chr1	2949
PRKACA__chr19	2731
PRMT6__chr1	2651
TEPP__chr16	1629
WHSC1__chr4	17102
MIR219-1__chr6	111
IFFO1__chr12	2842
LINC00629__chrX	1336
SRSF12__chr6	3604
CDCP1__chr3	6250
CEBPD__chr8	1252
ZNF735__chr7	1243
OMG__chr17	1897
ZDHHC19__chr3	1345
SNAR-A2__chr19	246
MIR4732__chr17	77
TAP1__chr6	2963
ISM2__chr14	2997
MED13L__chr12	9409
RYR3__chr15	15663
SRP68__chr17	3075
H2AFZ__chr4	952
TRIM77P__chr11	1359
PSMC3__chr11	1592
MIR3153__chr9	83
MIR4310__chr15	58
ZNF645__chrX	1548
PSG10P__chr19	1749
STXBP3__chr1	2522
GPC1__chr2	3695
DSCAM-IT1__chr21	724
OR10A2__chr11	913
C3orf38__chr3	2633
LOC400456__chr15	1382
SNX1__chr15	8330
SOX1__chr13	4109
ENTPD7__chr10	8568
YEATS4__chr12	1392
MIR873__chr9	78
PNPLA6__chr19	5065
MYOD1__chr11	1809
KPNA5__chr6	2173
LOC400794__chr1	1759
KIF5B__chr10	5915
VPS36__chr13	4437
LACTB2__chr8	1560
MIR660__chrX	98
FMO6P__chr1	2132
DKFZp434L192__chr7	1063
LYPD3__chr19	1711
CECR1__chr22	4046
LECT2__chr5	1081
AKAP14__chrX	919
LOC100288974__chr10	824
NXT1__chr20	1119
ZFHX4-AS1__chr8	1714
GPR124__chr8	6053
FAM83G__chr17	2936
SLC6A1__chr3	4510
ICT1__chr17	885
MIR5698__chr14	24
CD83__chr6	2527
CCDC40__chr17	5002
UTP23__chr8	3694
KC6__chr18	1718
LCN6__chr9	718
LRRFIP2__chr3	3843
MIR5580__chr14	59
MGMT__chr10	1270
CASS4__chr20	3265
FUT7__chr9	2416
ADSSL1__chr14	2092
CXCR3__chrX	1870
MIR3150B__chr8	87
SCRN2__chr17	1841
PDE4D__chr5	11215
CHKB-CPT1B__chr22	4306
CEACAM5__chr19	3610
ZNF219__chr14	3485
DACT3-AS1__chr19	1671
C2orf49__chr2	891
ZFX__chrX	7894
PPAP2A__chr5	1784
ARPC4-TTLL3__chr3	3999
PRB1__chr12	1177
CAGE1__chr6	3440
COG6__chr13	7026
CPT1A__chr11	5505
LOC283050__chr10	2443
RAB38__chr11	1463
PSG7__chr19	2044
GAGE2C__chrX	2172
FNDC3A__chr13	6407
CD79A__chr19	1263
MIR4296__chr10	89
SHQ1__chr3	2859
IMPAD1__chr8	7235
ALOX15P1__chr17	677
ZNF135__chr19	3795
MIR4711__chr1	71
MIR4683__chr10	82
AP1M1__chr19	2404
PDIA4__chr7	2962
APOO__chrX	1138
VASP__chr19	2303
SUGT1__chr13	1800
AREG__chr4	2488
OR2V1__chr5	949
TM9SF4__chr20	3996
PRDM14__chr8	2352
NPW__chr16	1018
BHMT2__chr5	2659
WDR24__chr16	3174
LINC00340__chr6	1901
GLCE__chr15	5048
C19orf38__chr19	1096
