Transcript	Length
Chst9__chr18	1373
Olfr619__chr7	1124
D030024E09Rik__chr15	2518
C130030K03Rik__chr10	2164
Ift81__chr5	2969
Fnbp1__chr2	5637
Pex26__chr6	4091
Ttbk1__chr17	6974
Mfsd9__chr1	3158
Dctn2__chr10	1940
Ndufb8__chr19	646
Setd3__chr12	2738
Egfl6__chrX	2712
Serpinb9b__chr13	1936
1300015D01Rik__chr2	3479
Fam163a__chr1	3897
Pax7__chr4	4284
Ccdc37__chr6	2158
Ssxb6__chrX	528
Rrs1__chr1	2049
Pramef6__chr4	1493
Apoa1__chr9	989
4922502H24Rik__chr13	408
Gimap4__chr6	1813
Vmn1r29__chr6	913
Plscr5__chr9	1124
Npc1__chr18	5234
Snord92__chr17	84
Scn7a__chr2	7358
Serpinb1a__chr13	1925
1700100L14Rik__chr13	685
Olfr530__chr7	925
Zpbp__chr11	3853
Cd33__chr7	2578
Mir148b__chr15	98
Slc9a9__chr9	3508
Bms1__chr6	4311
Olfr372__chr8	1017
Rfc3__chr5	1224
1700016G22Rik__chr13	596
Arsg__chr11	3410
Scn4a__chr11	6622
Lamb2__chr9	5657
Lgals7__chr7	601
Gm6034__chr17	1636
Pik3c2b__chr1	7962
Olfr702__chr7	1350
Krtap4-13__chr11	820
Serpinb1c__chr13	1606
Tmem138__chr19	923
Cyb561d2__chr9	1785
Got1__chr19	2066
Itgam__chr7	4712
Kcnj16__chr11	4033
Srd5a3__chr5	1775
Sparc__chr11	2309
Glce__chr9	4628
Gm1587__chr14	1357
Stt3a__chr9	2715
Mogat2__chr7	1778
1700028I16Rik__chr10	1059
Gm15179__chr1	680
6330416G13Rik__chr4	3640
Ccdc11__chr18	2117
Kansl1__chr11	5524
Slc2a5__chr4	3110
Itgb8__chr12	3110
Olfr1390__chr11	937
Sncg__chr14	737
Rpl7a__chr2	872
Bloc1s1__chr10	554
Olfr926__chr9	928
Mir1952__chr2	80
Dnahc10__chr5	14117
Dse__chr10	4231
Slc2a10__chr2	3352
Itga8__chr2	5812
Otud3__chr4	1678
Tas2r107__chr6	928
Syt8__chr7	1514
4933406M09Rik__chr1	1774
Cd302__chr2	1262
Rfxap__chr3	2165
Defa-rs1__chr8	509
Fen1__chr19	2224
Lrrc14__chr15	2283
Krtap21-1__chr16	749
Asap2__chr12	5708
Gm11190__chr11	3417
Mir3108__chr8	80
Stmn1__chr4	1065
Mir3096__chr5	102
Mir5109__chr5	88
Mbl1__chr14	928
Npepps__chr11	4164
Slc35e1__chr8	7035
Wdfy3__chr5	14344
Gnb4__chr3	2761
Vars__chr17	4254
Topbp1__chr9	5139
Gm13580__chr2	564
Ndufab1__chr7	805
Trnau1ap__chr4	1139
Naip1__chr13	5377
Itgb2l__chr16	2634
Nr1h4__chr10	2351
Snord53__chr17	90
Dpysl5__chr5	5034
Zbtb8b__chr4	3292
Pnma5__chrX	2289
Bpifa6__chr2	1583
Vhl__chr6	2733
Olfr344__chr2	931
AI593442__chr9	5619
Gas2__chr7	2145
1700066N21Rik__chr5	779
Mir484__chr16	68
Fbxw21__chr9	1496
Gm14308__chr2	11431
S100a16__chr3	1064
Olfr1437__chr19	940
Mir374c__chrX	50
Ccdc157__chr11	5165
Ubqlnl__chr7	2299
Abhd1__chr5	1365
Pof1b__chrX	3907
Ces1e__chr8	2087
Raet1b__chr10	1249
Olfr640__chr7	946
Mir341__chr12	97
Zfp191__chr18	3132
Mapk10__chr5	7217
Adcyap1r1__chr6	6260
BC051019__chr7	1948
Dhx29__chr13	4125
Zfp541__chr7	4577
Cilp__chr9	4163
Olfr122__chr17	1032
Oraov1__chr7	1964
Psmc2__chr5	1795
Atg14__chr14	3461
Pink1__chr4	2374
Gm5538__chr3	1308
G2e3__chr12	6742
Kcnq4__chr4	2526
Zfp819__chr7	2417
Tmprss4__chr9	2280
Olfr108__chr17	1039
1700018L02Rik__chr19	1248
Tenc1__chr15	4736
Rasl11a__chr5	1130
Mms19__chr19	3996
Hes7__chr11	968
D130058E03__chr6	2500
Psg23__chr7	2184
1600029I14Rik__chr9	866
Slc35a4__chr18	2846
Cdhr1__chr14	4321
Espl1__chr15	6661
Gm5728__chr7	1838
Mir3065__chr11	88
Smad7__chr18	4445
Sdhaf2__chr19	3101
4930579F01Rik__chr3	1723
T2__chr17	1764
Rnaseh1__chr12	1465
4930558K02Rik__chr1	1172
Drosha__chr15	4606
Helt__chr8	1536
Gm4297__chrX	2587
Dcdc2b__chr4	871
Efcab4b__chr6	1101
Pop1__chr15	3410
Idh3b__chr2	1532
Mir467e__chr1	59
Pdgfd__chr9	1802
Pak6__chr2	4205
4930568E12Rik__chr9	785
5430402E10Rik__chrX	805
5031426D15Rik__chr2	6022
Daf2__chr1	1334
Sntg1__chr1	4214
Tbc1d2b__chr9	5947
Slc35c1__chr2	3257
Ddx3y__chrY	4657
Lurap1l__chr4	1701
Mir3077__chr14	65
Cxx1a__chrX	1276
Dimt1__chr13	2557
Nsun6__chr2	4788
1700092E19Rik__chr13	1644
Gm20604__chr12	3837
Slc52a3__chr2	2772
Tmem121__chr12	1602
Mir222__chrX	80
Rcan3__chr4	5067
Frrs1l__chr4	3859
Prr18__chr17	3556
Krtap3-2__chr11	1032
Nr2e1__chr10	3242
Gm13031__chr4	928
Gpr165__chrX	3199
ERCC-00116	1991
D130040H23Rik__chr8	2008
4933417A18Rik__chr13	1049
Pdhb__chr14	1495
Tbc1d22b__chr17	3504
Sdha__chr13	2874
5031439G07Rik__chr15	5042
Olfr1253__chr2	958
Olfr541__chr7	940
Fbxo38__chr18	4420
Vmn2r27__chr6	2580
Atxn2l__chr7	3741
3110047P20Rik__chr5	8543
Ecm1__chr3	1910
Art5__chr7	1719
Lias__chr5	1679
Dad1__chr14	3738
Ly6g6e__chr17	1140
Slc39a4__chr15	2238
Serpina3k__chr12	1657
Fkbp4__chr6	2177
Nek9__chr12	5408
Prps1__chrX	1982
Mir450-1__chrX	92
Gm5420__chr10	2209
Pcdhb12__chr18	3035
Erbb2__chr11	5025
Tldc2__chr2	645
Nars2__chr7	3769
Cyp4f16__chr17	2180
Ighmbp2__chr19	5577
4930426L09Rik__chr2	1487
Foxred1__chr9	2175
4930538K18Rik__chr4	1511
G630071F17Rik__chr18	3086
Pla2g3__chr11	2630
Gcsh__chr8	1342
A930017M01Rik__chr15	3351
Col17a1__chr19	5481
E130310I04Rik__chr16	3760
Rad23a__chr8	2083
Ncdn__chr4	3708
Uhrf1__chr17	3669
Mrc1__chr2	5348
E030030I06Rik__chr10	2295
Tspan12__chr6	2499
Pax1__chr2	2643
Gm684__chr9	1268
LOC666331__chr11	475
Nol9__chr4	3991
Olfr350__chr2	940
Ciao1__chr2	3082
Sap25__chr5	1070
Pcdhga4__chr18	4538
Srcrb4d__chr5	2735
Bbip1__chr19	2510
Tex26__chr5	1101
Ppp6c__chr2	1565
Krt7__chr15	1595
Snai2__chr16	2014
Scp2__chr4	2680
1700069P05Rik__chr6	790
Rnf168__chr16	4471
Mcts1__chrX	882
Vsig8__chr1	1887
4930428O21Rik__chr5	1743
Fam117b__chr1	5542
Sox7__chr14	3268
Tmem254b__chr14	4668
Fnta__chr8	1890
Anks3__chr16	2500
8430410A17Rik__chr6	1414
Rpl39l__chr16	808
Cpa2__chr6	1336
Odf3__chr7	931
Rhbdd1__chr1	3766
Aktip__chr8	2176
Ckb__chr12	1486
Cln8__chr8	6434
F11__chr8	2259
Tmem134__chr19	1525
C4a__chr17	5402
Hpgd__chr8	1726
Olfr1026__chr2	925
Pla2g12b__chr10	1070
Cmbl__chr15	1047
Qpct__chr17	1931
Gm13083__chr4	2467
Tnni3__chr7	832
Bglap3__chr3	615
Cpn1__chr19	1800
ERCC-00150	743
Clip1__chr5	4555
Ren1__chr1	1431
Ccl9__chr11	3012
4930432K09Rik__chr5	1331
Prdm14__chr1	2601
Yes1__chr5	4620
A330069E16Rik__chr2	894
Gadd45gip1__chr8	1736
Mir467a-3__chrX	24
Podxl__chr6	5338
Coq5__chr5	2008
4930581F22Rik__chr9	2408
A730090H04Rik__chr11	1666
Sox9__chr11	4149
Sae1__chr7	1880
Kazn__chr4	7366
Homer2__chr7	11159
C5ar2__chr7	3564
Slco4a1__chr2	3100
Fam131b__chr6	4108
ERCC-00157	1019
Vwa8__chr14	7240
Scfd2__chr5	6065
Cacul1__chr19	5799
Pnpla7__chr2	4624
Mab21l1__chr3	2779
Gzmm__chr10	1291
Olfr1344__chr7	967
Bmper__chr9	3821
Slc30a5__chr13	3195
Gpr114__chr8	2832
Vmac__chr17	2279
4930412B13Rik__chr2	1282
Phf16__chrX	2482
Gpr34__chrX	1901
Cdc37__chr9	2464
Ldb3__chr14	6032
Vmn1r13__chr6	904
Fan1__chr7	3489
Cox7b2__chr5	546
1700017B05Rik__chr9	4937
Pi4k2a__chr19	3780
BC006965__chr11	1958
Nr2e3__chr9	2007
Rundc3b__chr5	3685
5033406O09Rik__chr12	1732
Lamp3__chr16	3349
Tinf2__chr14	1748
Slc37a1__chr17	3644
Pip4k2c__chr10	3384
Ash2l__chr8	2534
Ttc1__chr11	1440
Rasef__chr4	5201
Mir1938__chr12	101
Cdr2__chr7	2529
4930527F14Rik__chr14	741
Mfsd4__chr1	4865
Art4__chr6	2387
Smpd5__chr15	1830
Flg2__chr3	7677
Arl3__chr19	828
Olfr512__chr7	982
Nkain4__chr2	957
Tbc1d2__chr4	4318
4930572O13Rik__chr14	777
Igfbpl1__chr4	2734
Ofcc1__chr13	2835
Ccdc170__chr10	2162
Olfr1160__chr2	961
Cd79a__chr7	1332
Clcn5__chrX	4368
Rab44__chr17	4113
Ago4__chr4	6539
Gm5901__chr7	1005
Prss2__chr6	831
Slc35g3__chr11	1500
Gpr82__chrX	2501
Mapk6__chr9	4249
Cpa3__chr3	1464
Mir679__chr12	75
Pcgf3__chr5	3742
Matn4__chr2	2583
A330050B17Rik__chr3	4454
Gm10433__chr12	1985
Zfp846__chr9	2761
Olfr1302__chr2	949
Dguok__chr6	1117
Sf1__chr19	4374
Gm12992__chr4	5879
Nhs__chrX	5838
A630095E13Rik__chr9	623
Dyrk2__chr10	2140
Prss51__chr14	964
Sncaip__chr18	3998
Six2__chr17	2110
Adm__chr7	1385
Actr10__chr12	4034
Bin1__chr18	2474
Smarcb1__chr10	1666
Gm13483__chr2	1791
Ddx18__chr1	2262
1700012D14Rik__chr7	632
Pitx2__chr3	2753
Nit1__chr1	1381
Ust__chr10	4292
Olfr1505__chr19	952
Gm13040__chr4	6325
Slc25a25__chr2	3977
Cd209d__chr8	870
Rpl22l1__chr3	481
Ccdc124__chr8	916
Dao__chr5	1723
Scarna8__chr4	119
Ahctf1__chr1	8867
Vmn2r18__chr5	2390
Snora41__chr1	114
Nudt22__chr19	1005
Akr1c21__chr13	1218
Arhgef18__chr8	5320
Dqx1__chr6	3170
Gm10538__chr1	1882
L3mbtl4__chr17	4591
1700017G19Rik__chr3	2445
Olfr1086__chr2	934
Satb1__chr17	6802
Gm10790__chr13	1703
Capn1__chr19	3214
Cdc42ep4__chr11	3378
Sbpl__chr17	880
4933411G06Rik__chr10	1022
Prr23a__chr9	1060
6330409D20Rik__chr2	1121
Maged1__chrX	2765
4930467K11Rik__chr10	727
Gpr39__chr1	2691
Brf2__chr8	1387
Arl11__chr14	1484
Ipo8__chr6	5384
1700028D13Rik__chr5	720
Neurod2__chr11	3139
Zdhhc19__chr16	1319
Wdr85__chr2	2961
2610028E06Rik__chr4	3549
Pou5f2__chr13	1396
Ing5__chr1	4546
Exosc2__chr2	1631
Gm17821__chr12	12531
Olfr722__chr14	1584
Alg9__chr9	2793
Cep128__chr12	4833
Pf4__chr5	591
Pkhd1l1__chr15	12816
Farp1__chr14	4884
Snora70__chrX	130
Tmem27__chrX	1268
Serinc3__chr2	3704
Cdh26__chr2	2906
Hist1h4k__chr13	313
Lin28a__chr4	3484
Bhlha9__chr11	1208
Tnfrsf4__chr4	1162
Slain1__chr14	2747
Npas3__chr12	5891
Gjd2__chr2	2881
Plk1s1__chr2	2164
Cldn26__chr16	1410
Mir1946b__chr3	49
Tdp1__chr12	2071
4932416H05Rik__chr2	3092
Defb2__chr8	306
Ccdc148__chr2	3654
Htr3a__chr9	2092
Cyct__chr2	656
Mup5__chr4	879
Entpd4__chr14	6194
Olfr761__chr17	973
Phf21a__chr2	6934
Hist1h3h__chr13	489
4930401O10Rik__chr11	792
Tcstv3__chr13	880
Cat__chr2	2564
Gm20858__chrY	3691
Acads__chr5	1880
Vti1a__chr19	3413
Psapl1__chr5	2548
Mir743__chrX	63
Thbs1__chr2	5824
Gas6__chr8	2608
Zcchc3__chr2	3090
Tmem217__chr17	922
Esyt1__chr10	3716
Tmc8__chr11	2925
Mas1__chr17	2484
Cib3__chr8	651
Gm11757__chr4	3990
Olfr726__chr14	967
Mfsd6__chr1	5597
8430423G03Rik__chr5	642
Camk1__chr6	1446
Arl5c__chr11	1567
Vmn1r53__chr6	1123
Usp26__chrX	4142
Akt1s1__chr7	1888
Aatf__chr11	1813
Tor1a__chr2	1457
Grip1__chr10	6427
Lrif1__chr3	3511
Mrpl2__chr17	1019
Slc16a13__chr11	2532
Prlr__chr15	13428
Vps41__chr13	3226
Gphn__chr12	3424
Irak1__chrX	3970
Vmn2r4__chr3	2489
Angptl3__chr4	1611
Akt1__chr12	2704
Cisd2__chr3	2872
Dll4__chr2	3462
Gzmg__chr14	915
Mir450b__chrX	83
Gm12159__chr11	1450
Rprl2__chr3	239
Tsen15__chr1	1137
Sprr2d__chr3	683
Pigp__chr16	1756
Gse1__chr8	6971
Gbp6__chr5	4327
Cog4__chr8	2773
Epdr1__chr13	2390
Lad1__chr1	3002
Snx21__chr2	1523
Galr2__chr11	1942
Terc__chr3	398
Thoc7__chr14	1156
Gps1__chr11	2086
AA987161__chr13	4839
Nalcn__chr14	7159
Ccdc6__chr10	5520
Cmah__chr13	9773
AI427809__chr4	2280
4930417O13Rik__chr6	1097
Pgm2l1__chr7	8640
Map3k12__chr15	5544
Otop2__chr11	2343
Olfr1298__chr2	940
Stxbp5l__chr16	12089
Sp9__chr2	2815
4933440J02Rik__chr10	1148
Glg1__chr8	3896
Naa60__chr16	2432
Rhob__chr12	2228
Rhox10__chrX	763
Cenpv__chr11	1039
Olfr1094__chr2	1148
Olfr1417__chr19	949
Fam71d__chr12	1787
Kcnk13__chr12	3115
1700001D01Rik__chr8	570
Irx1__chr13	2066
Glipr1__chr10	1087
Pgm5__chr19	7992
Mrps36__chr13	720
Vmn1r132__chr7	4806
D730045A05Rik__chr18	1272
Ccbl1__chr2	1938
Dnahc5__chr15	15695
Sdr39u1__chr14	1233
Fbxo36__chr1	904
Nicn1__chr9	2109
Dhrs3__chr4	1804
Gm4925__chr10	1562
4930474H20Rik__chr14	1488
Mettl7a3__chr15	1448
Boll__chr1	1269
Lgals8__chr13	2990
Gm14851__chr8	456
Hist1h2af__chr13	394
Olfr1242__chr2	1054
Unc13c__chr9	8110
Gm13845__chr6	967
Vmn1r46__chr6	931
Ikbkg__chrX	7251
Arpc3__chr5	855
Prkaa2__chr4	8210
Eef1a1__chr9	1797
Ppm1g__chr5	2175
Rhox4b__chrX	890
Sos2__chr12	5635
Scly__chr1	2219
Mkrn1__chr6	2944
Eif2s3y__chrY	1783
Nt5c3b__chr11	2035
Atp8b5__chr4	4503
Itih1__chr14	3099
Gkap1__chr13	1530
0610040J01Rik__chr5	1874
Gbp5__chr3	3032
March9__chr10	2002
Slc38a3__chr9	2743
1810037I17Rik__chr3	978
Six3__chr17	3682
Ccl8__chr11	514
Zfp114__chr7	2240
Usp6nl__chr2	4969
Ebag9__chr15	1570
Lca5l__chr16	3181
4930478L05Rik__chr16	1883
Camk1g__chr1	2466
Msh3__chr13	3969
Tial1__chr7	4304
4930503E14Rik__chr14	1293
Btbd6__chr12	2103
Rgl3__chr9	2569
Lrpprc__chr17	4659
Smim15__chr13	1867
Mum1l1__chrX	4819
Klhdc10__chr6	5893
Macrod1__chr19	1286
Mir3085__chr19	90
D10Wsu102e__chr10	3513
Gm595__chrX	2143
Slc7a2__chr8	7870
Bves__chr10	1615
Vmn1r128__chr7	925
Prps2__chrX	3645
Gm6524__chr8	1534
Ccdc87__chr19	3164
Accsl__chr2	2240
Csdc2__chr15	2494
Ppan__chr9	1682
Depdc5__chr5	8491
2410012E07Rik__chr14	1361
Lrrtm2__chr18	5672
Olfr996__chr2	1069
2310045N01Rik__chr8	606
Olfr1077-ps1__chr2	580
Ugt2a1__chr5	2577
Il1rl2__chr1	1961
Hdgfl1__chr13	1995
Mir677__chr10	79
Agap3__chr5	4145
Zzz3__chr3	7683
Acpp__chr9	5969
Aspdh__chr7	973
Krtap27-1__chr16	610
Cggbp1__chr16	4323
Rrnad1__chr3	2855
Lsm14b__chr2	2543
Tmem210__chr2	520
Wdr64__chr1	3844
Ppifos__chr14	1780
A930016O22Rik__chr7	2564
Slc25a33__chr4	1884
Ifne__chr4	665
Vamp8__chr6	789
Pdik1l__chr4	4731
Wbscr28__chr5	936
Mir130a__chr2	65
Slco1a4__chr6	3840
Bri3bp__chr5	6991
1700020L24Rik__chr11	934
Ctrc__chr4	965
Lhpp__chr7	1614
C1ql3__chr2	3165
Chrng__chr1	1933
Fam49a__chr12	4861
Vwa2__chr19	3896
Rhox3a__chrX	1054
Wdr7__chr18	7136
Clybl__chr14	1249
Agpat2__chr2	1580
Eef1b2__chr1	1939
Bmp7__chr2	3677
Chmp6__chr11	1569
Amhr2__chr15	1958
Duoxa1__chr2	1506
Gpr155__chr2	5039
Chrnb3__chr8	4595
Prr15l__chr11	1365
Olfr655__chr7	928
Zfp952__chr17	3012
Ankrd11__chr8	8830
Gm5127__chrX	1813
Fas__chr19	1811
Wdr16__chr11	2215
Ppp1r3e__chr14	1854
Avpr2__chrX	1815
Irgc1__chr7	1834
Olfr970__chr9	937
Gabra4__chr5	4132
Panx1__chr9	2080
Ttyh1__chr7	3902
Ralgapb__chr2	8396
Psph__chr5	1545
Calr__chr8	1952
Crnkl1__chr2	3125
Vmn2r40__chr7	2565
Tgif1__chr17	2680
Syncrip__chr9	7352
Slc1a1__chr19	3720
Ahsa2__chr11	3613
Unc5c__chr3	9312
Etv4__chr11	2349
4933402D24Rik__chr1	1759
Ergic1__chr17	2743
Snord49b__chr11	64
Pacsin3__chr2	2119
Usp40__chr1	5348
Kbtbd13__chr9	2970
Cdc37l1__chr19	2524
Col5a3__chr9	6153
Ptplad1__chr9	2744
Miat__chr5	8767
Mllt6__chr11	7291
Slco4c1__chr1	2407
Gucd1__chr10	2916
Prr16__chr18	2226
Podn__chr4	3181
BC094916__chr1	1299
Hgf__chr5	2774
Thap6__chr5	3678
Hsd3b5__chr3	1611
E130309F12Rik__chr4	3770
Tmprss11c__chr5	1625
Frem3__chr8	6634
Tubgcp4__chr2	3188
Ang4__chr14	697
Pmm2__chr16	1811
Dgcr8__chr16	4239
Taok3__chr5	4558
Hacl1__chr14	2635
Gm14781__chrX	1362
Zdhhc6__chr19	2300
Zscan4b__chr7	1758
Pld3__chr7	2178
Gcc2__chr10	6534
Kcnh5__chr12	4072
Mdga1__chr17	7582
Wdr34__chr2	1809
Adamts6__chr13	4847
Atg16l1__chr1	3199
Tcea3__chr4	1258
8430437L04Rik__chr2	1670
Klhl22__chr16	2625
Cnpy1__chr5	2284
Twsg1__chr17	4052
Gpd2__chr2	5949
Vmn1r129__chr7	925
Psap__chr10	2749
D930020B18Rik__chr10	3440
Tmem234__chr4	766
Mal__chr2	2782
P2rx2__chr5	1930
Rab7__chr6	629
Dexi__chr16	1391
Adtrp__chr13	2574
Ctu1__chr7	2462
Gm8709__chr10	1207
Murc__chr4	2046
Zbtb2__chr10	3230
Hist1h2ag__chr13	474
Olfr1300-ps1__chr2	2239
1700049G17Rik__chr7	5162
2700097O09Rik__chr12	1195
Fam53c__chr18	4480
Meis3__chr7	1793
Adam26a__chr8	2493
Zfp36l1__chr12	2986
Acer1__chr17	2435
Gm5938__chrX	782
Fbl__chr7	1168
Dhdds__chr4	3119
Dhx35__chr2	3220
Zfp943__chr17	2738
Kcnd3__chr3	7234
Cst3__chr2	745
Zfp560__chr9	4739
Adam30__chr3	2363
St14__chr9	4036
Dnajc15__chr14	654
Insl6__chr19	662
Ptpla__chr2	1015
Hsd17b11__chr5	1706
D930048N14Rik__chr11	3433
Ppa1__chr10	1303
Hc__chr2	5489
Cyp4a14__chr4	2507
Olfr196__chr16	931
Rps14__chr18	602
Dhx30__chr9	4524
Hoxa1__chr6	2476
Ccdc41__chr10	3002
Scyl2__chr10	3449
Gm16861__chr16	1534
Mro__chr18	2199
Nlrp9a__chr7	3302
Nlrp2__chr7	3416
2410076I21Rik__chr9	889
Camk2g__chr14	3724
Dbndd1__chr8	2642
Trappc9__chr15	7503
Tbl1x__chrX	2318
Gm13139__chr4	5526
ERCC-00165	872
Ribc2__chr15	1659
Folh1__chr7	3066
Dmd__chrX	13931
Psmd5__chr2	2052
Slfn4__chr11	3966
Apoa1bp__chr3	911
Id3__chr4	956
Vmn1r236__chr17	1122
Tmem178__chr17	1700
Prss50__chr9	1460
Zfp133-ps__chr2	1082
Lao1__chr4	1965
4933426M11Rik__chr12	5072
Gspt1__chr16	6840
Trim46__chr3	3213
Atp8b2__chr3	5485
Cbr4__chr8	1120
Cbfa2t3__chr8	7977
Ltk__chr2	3219
Ccnb1__chr13	2325
Cav2__chr6	2476
Nppa__chr4	832
Hpn__chr7	2016
Pldi__chr10	856
Syngr4__chr7	969
4930539C22Rik__chr3	979
Olfr742__chr14	1121
Dennd1b__chr1	8336
Trim75__chr8	2506
2010001M06Rik__chr5	504
Lefty2__chr1	2465
Mir340__chr11	99
Myom2__chr8	4990
Asphd1__chr7	522
Myo6__chr9	7901
Pcyox1__chr6	4297
Ict1__chr11	740
Clk4__chr11	1905
Sprr2i__chr3	619
Gucy2e__chr11	8350
Olfr561__chr7	946
Rhot1__chr11	4377
Siglech__chr7	2403
Lrrc8b__chr5	2846
Sh3bgr__chr16	1329
AF366264__chr8	2860
Prpsap2__chr11	1879
Mir302a__chr3	70
Atp6v0d1__chr8	1625
Sp5__chr2	2099
Ppp1r2-ps7__chrX	1949
Smarce1__chr11	2929
Gna14__chr19	3390
Mir467a-4__chr2	588
2410004I01Rik__chr11	957
Myo9a__chr9	12018
Olfr1137__chr2	934
Tnxb__chr17	9602
Sec24c__chr14	4539
Cel__chr2	2049
Cyp2d9__chr15	1660
Gprin1__chr13	4144
Lamtor5__chr3	887
Ttll2__chr17	1625
Klhl11__chr11	2438
Sell__chr1	2330
Speer6-ps1__chr13	984
Ret__chr6	7360
Serpina7__chrX	2363
Pde3a__chr6	4221
Plcb1__chr2	7149
Ptcra__chr17	1287
Mettl7a1__chr15	1885
Narg2__chr9	4045
Skint4__chr4	4008
Mir5097__chrX	24
Mir710__chr8	111
Hmbox1__chr14	2941
Gm14346__chrX	11766
Fkbp6__chr5	1403
Pdia6__chr12	2138
Ssh2__chr11	9054
Gm21951__chrX	1922
Mmp1b__chr9	2007
Gm5458__chr14	1009
Actr6__chr10	1714
Fbxo11__chr17	4036
Plcg1__chr2	4469
1200014J11Rik__chr11	6297
Gm525__chr11	585
Taz__chrX	1864
Id2__chr12	1275
Pik3ap1__chr19	2632
Pfn2__chr3	2023
Zfp180__chr7	3388
Rcor3__chr1	1604
Rpl32__chr6	508
E230019M04Rik__chrX	1516
E330023G01Rik__chr9	1486
Sel1l3__chr5	4536
Rit2__chr18	1807
Cacnb2__chr2	4466
Tspan1__chr4	1979
Lcn10__chr2	1112
ERCC-00061	1136
Srprb__chr9	2998
Txndc9__chr1	4601
Prl8a8__chr13	898
1500004A13Rik__chr3	3631
B430319G15Rik__chr9	4070
Wfdc15b__chr2	578
Apoa5__chr9	2325
Fmod__chr1	2862
Sucnr1__chr3	1573
Srd5a2__chr17	859
Olfr521__chr7	967
Adamts1__chr16	4894
Rtn4ip1__chr10	2990
Jam2__chr16	4827
Tmem213__chr6	533
Sv2a__chr3	3930
Mthfd1l__chr10	4361
Esyt3__chr9	4514
Ptchd4__chr17	6894
1700065J11Rik__chr6	431
1700054K19Rik__chr6	454
Gpr83__chr9	2256
Sorcs2__chr5	5748
Ubqln4__chr3	3383
Tank__chr2	2343
Plekha6__chr1	7484
Tor1aip2__chr1	8118
Rab1b__chr19	1841
Tbc1d12__chr19	4222
Tbc1d9b__chr11	5219
Cdh10__chr15	3417
St7l__chr3	6004
Dcakd__chr11	1719
Rybp__chr6	4381
Zfp629__chr7	6119
Gnrhr__chr5	1210
Fgf6__chr6	1235
Stim1__chr7	3616
F8a__chrX	2491
Pdc__chr1	1251
Asb16__chr11	1367
Ugt1a5__chr1	3213
F830002L21Rik__chr10	1835
Asprv1__chr6	1532
Olfr720__chr14	952
Kctd14__chr7	2561
Col7a1__chr9	9316
Zkscan5__chr5	3803
Mars__chr10	2985
Mir5121__chr7	75
Srgn__chr10	941
Ccdc153__chr9	1093
Tacstd2__chr6	1765
Gtf2a1__chr12	5816
Vrk1__chr12	3811
Tril__chr6	5359
Gm17830__chr17	1834
Ntrk1__chr3	2605
Ctdsp2__chr10	5073
Olfr549__chr7	952
Dctn3__chr4	973
Ctsw__chr19	1242
Zfp944__chr17	2790
Ext2__chr2	2885
Foxn1__chr11	3273
Slc22a28__chr19	2014
B4galt7__chr13	1602
B4galnt3__chr6	2981
Use1__chr8	1094
Clic4__chr4	4070
Gja3__chr14	2896
4930544M13Rik__chr13	1419
Gm5483__chr16	416
Eln__chr5	3818
Rasa3__chr8	4142
Cdkal1__chr13	2554
Zfp120__chr2	4100
2610002M06Rik__chrX	5849
Cpa5__chr6	1975
Tceb3__chr4	4603
Cd28__chr1	4321
Atp8b1__chr18	6468
Hspe1__chr1	772
Olfr960__chr9	952
Tgm1__chr14	3022
Rc3h1__chr1	11031
Mlf1ip__chr8	2480
Sacs__chr14	3353
Coq10a__chr10	2512
Smim4__chr14	405
Cd3eap__chr7	2249
Slc35e2__chr4	6300
1700066M21Rik__chr1	3009
4930524B15Rik__chr11	1964
Szrd1__chr4	3301
Olfr564__chr7	952
Prpf38b__chr3	3009
Snx14__chr9	3140
Mir30d__chr15	83
Sdccag3__chr2	2205
Hist2h3c2__chr3	1021
Gm10941__chr10	713
Cabp4__chr19	1439
5730422E09Rik__chr5	1718
Gapdhs__chr7	1328
Mir3475__chrX	66
Timmdc1__chr16	2084
Dnajc3__chr14	5202
Rpusd2__chr2	5137
Gm6537__chr7	1055
Gtf3c6__chr10	1026
Gadl1__chr9	3667
4933406J10Rik__chr7	989
Slc26a9__chr1	3661
Olfr978__chr9	937
Tfpi__chr2	3791
Gspt2__chrX	2494
L2hgdh__chr12	3348
Fgr__chr4	3355
Oxa1l__chr14	2544
Cyth3__chr5	4301
Polr3g__chr13	3068
Prol1__chr5	1169
Il21r__chr7	2616
Ncbp2__chr16	2041
Lmx1b__chr2	1227
Magee2__chrX	2317
Nim1__chr13	4107
0610040F04Rik__chr6	2400
Kpna2__chr11	2049
Rptn__chr3	4149
Vmn1r6__chr6	913
Pla2g4b__chr2	3878
Olfr135__chr17	940
Arf2__chr11	2664
Hoxa3__chr6	2548
Exosc9__chr3	1629
4921525O09Rik__chr13	3280
Olfr947-ps1__chr9	2179
4732491K20Rik__chr17	3176
Scarna3b__chr12	125
Dnajb4__chr3	2931
Zbed3__chr13	1896
Olfr129__chr17	1242
Hist1h3d__chr13	412
1700123O12Rik__chr4	573
Tnfrsf25__chr4	1610
Tbrg1__chr9	1574
1700003M07Rik__chr4	2320
Klrb1-ps1__chr6	554
Synm__chr7	7870
Apoo__chrX	1270
Clint1__chr11	3410
Eif3d__chr15	1925
Npw__chr17	608
Wwox__chr8	2260
Gad2__chr2	5641
Hsf3__chrX	1982
